resident_id,address,latitude,longitude,geocode_status
P0173,架空住所0173,26.106878,127.705885,matched
P0174,架空住所0174,26.152661,127.689758,matched
P0175,架空住所0175,26.119869,127.723106,matched
P0176,架空住所0176,26.086804,127.645751,matched
P0177,架空住所0177,26.103706,127.669472,matched
P0178,架空住所0178,26.083527,127.671044,matched
P0179,架空住所0179,26.152580,127.677043,matched
P0180,架空住所0180,26.132535,127.742662,matched
P0181,架空住所0181,26.145194,127.733948,matched
P0182,架空住所0182,26.112467,127.691554,matched
P0183,架空住所0183,26.137611,127.718422,matched
P0184,架空住所0184,26.124032,127.681583,matched
P0185,架空住所0185,26.138875,127.741964,matched
P0186,架空住所0186,26.085084,127.732353,matched
P0187,架空住所0187,26.116435,127.675991,matched
P0188,架空住所0188,26.102723,127.699677,matched
P0189,架空住所0189,26.145315,127.673041,matched
P0190,架空住所0190,26.141780,127.683652,matched
P0191,架空住所0191,26.084629,127.691100,matched
P0192,架空住所0192,26.107728,127.709297,matched
P0193,架空住所0193,26.125587,127.720010,matched
P0194,架空住所0194,26.133209,127.641039,matched
P0195,架空住所0195,26.105644,127.686348,matched
P0196,架空住所0196,26.085317,127.682584,matched
P0197,架空住所0197,26.086889,127.661496,matched
P0198,架空住所0198,26.147166,127.637026,matched
P0199,架空住所0199,26.100153,127.648907,matched
P0200,架空住所0200,26.102611,127.646381,matched
P0201,架空住所0201,26.107621,127.640655,matched
P0202,架空住所0202,26.119895,127.732767,matched
P0203,架空住所0203,26.142774,127.743526,matched
P0204,架空住所0204,26.114032,127.686285,matched
P0205,架空住所0205,26.104006,127.711974,matched
P0206,架空住所0206,26.089367,127.703695,matched
P0207,架空住所0207,26.107866,127.634909,matched
P0208,架空住所0208,26.114488,127.639303,matched
P0209,架空住所0209,26.122354,127.717988,matched
P0210,架空住所0210,26.143889,127.654649,matched
P0211,架空住所0211,26.087414,127.661030,matched
P0212,架空住所0212,26.131421,127.743205,matched
P0213,架空住所0213,26.150088,127.720226,matched
P0214,架空住所0214,26.124192,127.642730,matched
P0215,架空住所0215,26.117326,127.640859,matched
P0216,架空住所0216,26.104034,127.726917,matched
P0217,架空住所0217,26.105628,127.656888,matched
P0218,架空住所0218,26.093398,127.748234,matched
P0219,架空住所0219,26.101956,127.659950,matched
P0220,架空住所0220,26.089617,127.712658,matched
P0221,架空住所0221,26.128210,127.734536,matched
P0222,架空住所0222,26.080700,127.673613,matched
P0223,架空住所0223,26.093198,127.632035,matched
P0224,架空住所0224,26.102488,127.721508,matched
P0225,架空住所0225,26.081548,127.644710,matched
P0226,架空住所0226,26.145806,127.683020,matched
P0227,架空住所0227,26.091379,127.738722,matched
P0228,架空住所0228,26.086666,127.682719,matched
P0229,架空住所0229,26.151268,127.714190,matched
P0230,架空住所0230,26.136990,127.695423,matched
P0231,架空住所0231,26.102321,127.736631,matched
P0232,架空住所0232,26.097740,127.645725,matched
P0233,架空住所0233,26.109079,127.648321,matched
P0234,架空住所0234,26.153113,127.727593,matched
P0235,架空住所0235,26.102560,127.741958,matched
P0236,架空住所0236,26.145163,127.748576,matched
P0237,架空住所0237,26.084816,127.717408,matched
P0238,架空住所0238,26.083696,127.749270,matched
P0239,架空住所0239,26.083473,127.630800,matched
P0240,架空住所0240,26.094541,127.697604,matched
P0241,架空住所0241,26.084576,127.683773,matched
P0242,架空住所0242,26.096494,127.687795,matched
P0243,架空住所0243,26.151413,127.640761,matched
P0244,架空住所0244,26.114841,127.748226,matched
P0245,架空住所0245,26.143753,127.664332,matched
P0246,架空住所0246,26.127687,127.745166,matched
P0247,架空住所0247,26.126150,127.648575,matched
P0248,架空住所0248,26.107485,127.656700,matched
P0249,架空住所0249,26.117036,127.741896,matched
P0250,架空住所0250,26.146131,127.730691,matched
P0251,架空住所0251,26.145998,127.679768,matched
P0252,架空住所0252,26.086731,127.696937,matched
P0253,架空住所0253,26.130517,127.637657,matched
P0254,架空住所0254,26.096744,127.735713,matched
P0255,架空住所0255,26.152387,127.639000,matched
P0256,架空住所0256,26.150122,127.676996,matched
P0257,架空住所0257,26.124875,127.658069,matched
P0258,架空住所0258,26.108659,127.748174,matched
P0259,架空住所0259,26.081303,127.744234,matched
P0260,架空住所0260,26.123196,127.729570,matched
P0261,架空住所0261,26.108190,127.717576,matched
P0262,架空住所0262,26.102563,127.698236,matched
P0263,架空住所0263,26.115210,127.634498,matched
P0264,架空住所0264,26.129654,127.686901,matched
P0265,架空住所0265,26.135059,127.676857,matched
P0266,架空住所0266,26.155570,127.643777,matched
P0267,架空住所0267,26.154377,127.728749,matched
P0268,架空住所0268,26.102082,127.716299,matched
P0269,架空住所0269,26.147166,127.658178,matched
P0270,架空住所0270,26.138101,127.643612,matched
P0271,架空住所0271,26.118190,127.735633,matched
P0272,架空住所0272,26.137369,127.686336,matched
P0273,架空住所0273,26.150696,127.705921,matched
P0274,架空住所0274,26.123801,127.655692,matched
P0275,架空住所0275,26.136030,127.672880,matched
P0276,架空住所0276,26.091423,127.648903,matched
P0277,架空住所0277,26.111286,127.659152,matched
P0278,架空住所0278,26.098327,127.669555,matched
P0279,架空住所0279,26.159398,127.693181,matched
P0280,架空住所0280,26.094610,127.632802,matched
P0281,架空住所0281,26.133748,127.685760,matched
P0282,架空住所0282,26.113910,127.735435,matched
P0283,架空住所0283,26.117770,127.648636,matched
P0284,架空住所0284,26.152992,127.697961,matched
P0285,架空住所0285,26.158690,127.711323,matched
P0286,架空住所0286,26.136159,127.713203,matched
P0287,架空住所0287,26.098711,127.649849,matched
P0288,架空住所0288,26.112917,127.743762,matched
P0289,架空住所0289,26.111250,127.630228,matched
P0290,架空住所0290,26.101941,127.698605,matched
P0291,架空住所0291,26.144893,127.719147,matched
P0292,架空住所0292,26.086654,127.693173,matched
P0293,架空住所0293,26.120654,127.697432,matched
P0294,架空住所0294,26.111262,127.682560,matched
P0295,架空住所0295,26.098457,127.662842,matched
P0296,架空住所0296,26.119616,127.641407,matched
P0297,架空住所0297,26.114838,127.711277,matched
P0298,架空住所0298,26.082138,127.739425,matched
P0299,架空住所0299,26.093116,127.642049,matched
P0300,架空住所0300,26.158939,127.726153,matched
P0301,架空住所0301,26.113413,127.643111,matched
P0302,架空住所0302,26.140457,127.661211,matched
P0303,架空住所0303,26.131992,127.656156,matched
P0304,架空住所0304,26.153754,127.682766,matched
P0305,架空住所0305,26.092164,127.645087,matched
P0306,架空住所0306,26.109589,127.700480,matched
P0307,架空住所0307,26.099468,127.739127,matched
P0308,架空住所0308,26.106520,127.740224,matched
P0309,架空住所0309,26.148625,127.655636,matched
P0310,架空住所0310,26.141780,127.649772,matched
P0311,架空住所0311,26.091532,127.666883,matched
P0312,架空住所0312,26.087579,127.707971,matched
P0313,架空住所0313,26.140636,127.710642,matched
P0314,架空住所0314,26.101139,127.708435,matched
P0315,架空住所0315,26.111761,127.728612,matched
P0316,架空住所0316,26.137355,127.690516,matched
P0317,架空住所0317,26.154836,127.675359,matched
P0318,架空住所0318,26.092418,127.638591,matched
P0319,架空住所0319,26.121499,127.646973,matched
P0320,架空住所0320,26.138516,127.727420,matched
P0321,架空住所0321,26.135826,127.709450,matched
P0322,架空住所0322,26.101922,127.721252,matched
P0323,架空住所0323,26.140487,127.697592,matched
P0324,架空住所0324,26.102197,127.677555,matched
P0325,架空住所0325,26.107746,127.632695,matched
P0326,架空住所0326,26.149129,127.723134,matched
P0327,架空住所0327,26.144121,127.733102,matched
P0328,架空住所0328,26.099862,127.664499,matched
P0329,架空住所0329,26.100821,127.723961,matched
P0330,架空住所0330,26.110046,127.678232,matched
P0331,架空住所0331,26.091160,127.727843,matched
P0332,架空住所0332,26.140440,127.662865,matched
P0333,架空住所0333,26.131211,127.730884,matched
P0334,架空住所0334,26.153568,127.740907,matched
P0335,架空住所0335,26.147445,127.711383,matched
P0336,架空住所0336,26.136211,127.647855,matched
P0337,架空住所0337,26.106289,127.668523,matched
P0338,架空住所0338,26.116275,127.647626,matched
P0339,架空住所0339,26.085619,127.694890,matched
P0340,架空住所0340,26.113677,127.726832,matched
P0341,架空住所0341,26.152414,127.749777,matched
P0342,架空住所0342,26.122356,127.749687,matched
P0343,架空住所0343,26.152865,127.690232,matched
P0344,架空住所0344,26.124617,127.704466,matched
P0345,架空住所0345,26.110736,127.680504,matched
P0346,架空住所0346,26.113648,127.641343,matched
P0347,架空住所0347,26.089710,127.729481,matched
P0348,架空住所0348,26.134175,127.745475,matched
P0349,架空住所0349,26.111831,127.739468,matched
P0350,架空住所0350,26.130983,127.689233,matched
P0351,架空住所0351,26.091905,127.709397,matched
P0352,架空住所0352,26.150763,127.644056,matched
P0353,架空住所0353,26.104429,127.632799,matched
P0354,架空住所0354,26.105277,127.670201,matched
P0355,架空住所0355,26.157463,127.748690,matched
P0356,架空住所0356,26.150772,127.743789,matched
P0357,架空住所0357,26.123594,127.632748,matched
P0358,架空住所0358,26.142168,127.711150,matched
P0359,架空住所0359,26.083992,127.699741,matched
P0360,架空住所0360,26.113633,127.657537,matched
P0361,架空住所0361,26.159276,127.638964,matched
P0362,架空住所0362,26.122053,127.678047,matched
P0363,架空住所0363,26.139123,127.648740,matched
P0364,架空住所0364,26.121650,127.662808,matched
P0365,架空住所0365,26.110737,127.662895,matched
P0366,架空住所0366,26.141555,127.671998,matched
P0367,架空住所0367,26.156866,127.670950,matched
P0368,架空住所0368,26.115371,127.662697,matched
P0369,架空住所0369,26.120876,127.693225,matched
P0370,架空住所0370,26.148072,127.692372,matched
P0371,架空住所0371,26.139491,127.743653,matched
P0372,架空住所0372,26.127639,127.745183,matched
P0373,架空住所0373,26.140907,127.720760,matched
P0374,架空住所0374,26.094798,127.705180,matched
P0375,架空住所0375,26.113937,127.680755,matched
P0376,架空住所0376,26.153411,127.677367,matched
P0377,架空住所0377,26.100911,127.723259,matched
P0378,架空住所0378,26.125291,127.662488,matched
P0379,架空住所0379,26.090086,127.716358,matched
P0380,架空住所0380,26.105539,127.631546,matched
P0381,架空住所0381,26.108373,127.633461,matched
P0382,架空住所0382,26.121090,127.730608,matched
P0383,架空住所0383,26.087082,127.727156,matched
P0384,架空住所0384,26.096589,127.683470,matched
P0385,架空住所0385,26.118885,127.686049,matched
P0386,架空住所0386,26.120712,127.639195,matched
P0387,架空住所0387,26.085080,127.667889,matched
P0388,架空住所0388,26.131688,127.669067,matched
P0389,架空住所0389,26.118165,127.699655,matched
P0390,架空住所0390,26.159712,127.669308,matched
P0391,架空住所0391,26.090690,127.727638,matched
P0392,架空住所0392,26.099367,127.721490,matched
P0393,架空住所0393,26.153678,127.741689,matched
P0394,架空住所0394,26.096641,127.724398,matched
P0395,架空住所0395,26.154569,127.739920,matched
P0396,架空住所0396,26.154242,127.744724,matched
P0397,架空住所0397,26.150958,127.668631,matched
P0398,架空住所0398,26.133293,127.657163,matched
P0399,架空住所0399,26.101391,127.663041,matched
P0400,架空住所0400,26.092698,127.638107,matched
P0401,架空住所0401,26.089652,127.728233,matched
P0402,架空住所0402,26.125589,127.681962,matched
P0403,架空住所0403,26.087232,127.702437,matched
P0404,架空住所0404,26.113407,127.725756,matched
P0405,架空住所0405,26.144375,127.640035,matched
P0406,架空住所0406,26.102537,127.677085,matched
P0407,架空住所0407,26.133329,127.663158,matched
P0408,架空住所0408,26.113332,127.670413,matched
P0409,架空住所0409,26.114688,127.739061,matched
P0410,架空住所0410,26.101729,127.643268,matched
P0411,架空住所0411,26.142166,127.695702,matched
P0412,架空住所0412,26.105164,127.694041,matched
P0413,架空住所0413,26.141999,127.746157,matched
P0414,架空住所0414,26.107390,127.696589,matched
P0415,架空住所0415,26.125206,127.734723,matched
P0416,架空住所0416,26.147954,127.669688,matched
P0417,架空住所0417,26.146670,127.728200,matched
P0418,架空住所0418,26.092843,127.702841,matched
P0419,架空住所0419,26.147070,127.724191,matched
P0420,架空住所0420,26.128345,127.700057,matched
P0421,架空住所0421,26.109905,127.634239,matched
P0422,架空住所0422,26.088831,127.729161,matched
P0423,架空住所0423,26.100310,127.749514,matched
P0424,架空住所0424,26.122791,127.668050,matched
P0425,架空住所0425,26.105339,127.718571,matched
P0426,架空住所0426,26.080790,127.717682,matched
P0427,架空住所0427,26.146026,127.653767,matched
P0428,架空住所0428,26.135159,127.685896,matched
P0429,架空住所0429,26.117087,127.677042,matched
P0430,架空住所0430,26.150091,127.719537,matched
P0431,架空住所0431,26.124136,127.713395,matched
P0432,架空住所0432,26.086495,127.638360,matched
P0433,架空住所0433,26.097129,127.740693,matched
P0434,架空住所0434,26.105751,127.674165,matched
P0435,架空住所0435,26.095018,127.719147,matched
P0436,架空住所0436,26.137437,127.722505,matched
P0437,架空住所0437,26.138205,127.641693,matched
P0438,架空住所0438,26.102117,127.740627,matched
P0439,架空住所0439,26.108371,127.634925,matched
P0440,架空住所0440,26.151953,127.676174,matched
P0441,架空住所0441,26.142315,127.673179,matched
P0442,架空住所0442,26.108674,127.735084,matched
P0443,架空住所0443,26.123583,127.690271,matched
P0444,架空住所0444,26.080040,127.656845,matched
P0445,架空住所0445,26.100114,127.632274,matched
P0446,架空住所0446,26.143179,127.634069,matched
P0447,架空住所0447,26.106603,127.712223,matched
P0448,架空住所0448,26.109413,127.695378,matched
P0449,架空住所0449,26.116344,127.671675,matched
P0450,架空住所0450,26.112865,127.708839,matched
P0451,架空住所0451,26.143755,127.646685,matched
P0452,架空住所0452,26.147884,127.744718,matched
P0453,架空住所0453,26.097680,127.730946,matched
P0454,架空住所0454,26.121245,127.729467,matched
P0455,架空住所0455,26.116157,127.664627,matched
P0456,架空住所0456,26.111677,127.712384,matched
P0457,架空住所0457,26.116161,127.665522,matched
P0458,架空住所0458,26.123343,127.662421,matched
P0459,架空住所0459,26.145739,127.717883,matched
P0460,架空住所0460,26.151921,127.704681,matched
P0461,架空住所0461,26.121797,127.671251,matched
P0462,架空住所0462,26.130028,127.745311,matched
P0463,架空住所0463,26.138873,127.671457,matched
P0464,架空住所0464,26.118572,127.642880,matched
P0465,架空住所0465,26.159839,127.677634,matched
P0466,架空住所0466,26.148798,127.631164,matched
P0467,架空住所0467,26.085519,127.649288,matched
P0468,架空住所0468,26.090657,127.713315,matched
P0469,架空住所0469,26.082895,127.673671,matched
P0470,架空住所0470,26.135430,127.746228,matched
P0471,架空住所0471,26.135166,127.691490,matched
P0472,架空住所0472,26.136530,127.638299,matched
P0473,架空住所0473,26.101954,127.670957,matched
P0474,架空住所0474,26.130426,127.660326,matched
P0475,架空住所0475,26.081911,127.664238,matched
P0476,架空住所0476,26.144354,127.680285,matched
P0477,架空住所0477,26.121580,127.679495,matched
P0478,架空住所0478,26.109017,127.689748,matched
P0479,架空住所0479,26.097512,127.687015,matched
P0480,架空住所0480,26.087491,127.699359,matched
P0481,架空住所0481,26.140734,127.666481,matched
P0482,架空住所0482,26.089696,127.720953,matched
P0483,架空住所0483,26.152144,127.699217,matched
P0484,架空住所0484,26.116178,127.655455,matched
P0485,架空住所0485,26.085914,127.727642,matched
P0486,架空住所0486,26.105326,127.719915,matched
P0487,架空住所0487,26.140892,127.682984,matched
P0488,架空住所0488,26.107442,127.735762,matched
P0489,架空住所0489,26.156366,127.740563,matched
P0490,架空住所0490,26.120231,127.633823,matched
P0491,架空住所0491,26.141971,127.696647,matched
P0492,架空住所0492,26.134269,127.708621,matched
P0493,架空住所0493,26.155626,181.000000,matched
P0494,架空住所0494,26.111073,181.000000,matched
P0495,架空住所0495,91.000000,127.675750,matched
P0496,架空住所0496,91.000000,127.749400,matched
P0497,架空住所0497,,,town_not_found
P0498,架空住所0498,,,town_not_found
P0499,架空住所0499,,,town_not_found
P0500,架空住所0500,,,town_not_found
