resident_id,address,latitude,longitude,geocode_status
P0060,架空住所0060,26.090998,127.668796,matched
P0061,架空住所0061,26.110896,127.700547,matched
P0062,架空住所0062,26.128733,127.679069,matched
P0063,架空住所0063,26.083817,127.671490,matched
P0064,架空住所0064,26.085699,127.679107,matched
P0065,架空住所0065,26.083464,127.695699,matched
P0066,架空住所0066,26.088652,127.691732,matched
P0067,架空住所0067,26.140656,127.703982,matched
P0068,架空住所0068,26.148033,127.650824,matched
P0069,架空住所0069,26.113764,127.743755,matched
P0070,架空住所0070,26.152575,127.635928,matched
P0071,架空住所0071,26.126383,127.688715,matched
P0072,架空住所0072,26.108061,127.726102,matched
P0073,架空住所0073,26.140945,127.674681,matched
P0074,架空住所0074,26.157762,127.720873,matched
P0075,架空住所0075,26.141269,127.641827,matched
P0076,架空住所0076,26.107956,127.741326,matched
P0077,架空住所0077,26.123388,127.694704,matched
P0078,架空住所0078,26.117916,127.673820,matched
P0079,架空住所0079,26.100902,127.698871,matched
P0080,架空住所0080,26.134620,127.635351,matched
P0081,架空住所0081,26.095235,127.720958,matched
P0082,架空住所0082,26.095298,127.677776,matched
P0083,架空住所0083,26.146598,127.747555,matched
P0084,架空住所0084,26.127106,127.696442,matched
P0085,架空住所0085,26.129395,127.749600,matched
P0086,架空住所0086,26.144530,127.636777,matched
P0087,架空住所0087,26.090733,127.658850,matched
P0088,架空住所0088,26.155339,127.673239,matched
P0089,架空住所0089,26.103071,127.682031,matched
P0090,架空住所0090,26.158189,127.659472,matched
P0091,架空住所0091,26.138735,127.720186,matched
P0092,架空住所0092,26.153946,127.749156,matched
P0093,架空住所0093,26.099035,127.719834,matched
P0094,架空住所0094,26.148308,127.635410,matched
P0095,架空住所0095,26.124404,127.733736,matched
P0096,架空住所0096,26.151662,127.631120,matched
P0097,架空住所0097,26.153619,127.698385,matched
P0098,架空住所0098,26.107991,127.638221,matched
P0099,架空住所0099,26.099671,127.732866,matched
P0100,架空住所0100,26.111683,127.690444,matched
P0101,架空住所0101,26.146271,127.632402,matched
P0102,架空住所0102,26.088349,127.677493,matched
P0103,架空住所0103,26.096766,127.684236,matched
P0104,架空住所0104,26.088970,127.636796,matched
P0105,架空住所0105,26.133617,127.648218,matched
P0106,架空住所0106,26.105288,127.661426,matched
P0107,架空住所0107,26.116041,127.724763,matched
P0108,架空住所0108,26.138383,127.710917,matched
P0109,架空住所0109,26.106476,127.658252,matched
P0110,架空住所0110,26.154066,127.689599,matched
P0111,架空住所0111,26.110080,127.723502,matched
P0112,架空住所0112,26.088845,127.683728,matched
P0113,架空住所0113,26.107205,127.716377,matched
P0114,架空住所0114,26.090442,127.729983,matched
P0115,架空住所0115,26.126194,127.700330,matched
P0116,架空住所0116,26.100611,127.740947,matched
P0117,架空住所0117,26.125412,127.739454,matched
P0118,架空住所0118,26.092012,127.653297,matched
P0119,架空住所0119,26.108905,127.675658,matched
P0120,架空住所0120,26.148297,127.738899,matched
P0121,架空住所0121,26.112475,127.675347,matched
P0122,架空住所0122,26.095725,127.683477,matched
P0123,架空住所0123,26.082176,127.733887,matched
P0124,架空住所0124,26.084766,127.706892,matched
P0125,架空住所0125,26.139261,127.661150,matched
P0126,架空住所0126,26.113883,127.652772,matched
P0127,架空住所0127,26.156815,127.731219,matched
P0128,架空住所0128,26.131712,127.674398,matched
P0129,架空住所0129,26.144945,127.711722,matched
P0130,架空住所0130,26.095012,127.729591,matched
P0131,架空住所0131,26.113122,127.635290,matched
P0132,架空住所0132,26.136252,127.649051,matched
P0133,架空住所0133,26.102044,127.741794,matched
P0134,架空住所0134,26.080620,127.703386,matched
P0135,架空住所0135,26.139319,127.698080,matched
P0136,架空住所0136,26.116833,127.727947,matched
P0137,架空住所0137,26.146250,127.663130,matched
P0138,架空住所0138,26.117707,127.742657,matched
P0139,架空住所0139,26.154628,127.648903,matched
P0140,架空住所0140,26.150402,127.639563,matched
P0141,架空住所0141,26.141610,127.693498,matched
P0142,架空住所0142,26.099186,127.738074,matched
P0143,架空住所0143,26.089879,127.671698,matched
P0144,架空住所0144,26.132783,127.739254,matched
P0145,架空住所0145,26.150371,127.726855,matched
P0146,架空住所0146,26.131845,127.698023,matched
P0147,架空住所0147,26.095756,127.713993,matched
P0148,架空住所0148,26.149435,127.709792,matched
P0149,架空住所0149,26.102060,127.644138,matched
P0150,架空住所0150,26.086893,127.665414,matched
P0151,架空住所0151,26.127827,127.652027,matched
P0152,架空住所0152,26.132295,127.633598,matched
P0153,架空住所0153,26.103297,127.731870,matched
P0154,架空住所0154,26.080231,127.731015,matched
P0155,架空住所0155,26.099428,127.726519,matched
P0156,架空住所0156,26.124469,127.687812,matched
P0157,架空住所0157,26.125894,127.651245,matched
P0158,架空住所0158,26.112176,127.695176,matched
P0159,架空住所0159,26.096104,127.655126,matched
P0160,架空住所0160,26.099409,127.736152,matched
P0161,架空住所0161,26.115651,127.686578,matched
P0162,架空住所0162,26.101507,127.670046,matched
P0163,架空住所0163,26.090312,127.644563,matched
P0164,架空住所0164,26.092157,127.662782,matched
P0165,架空住所0165,26.080909,127.660429,matched
P0166,架空住所0166,26.148360,127.641274,matched
P0167,架空住所0167,26.140116,127.706092,matched
P0168,架空住所0168,26.085938,127.686505,matched
P0169,架空住所0169,26.147262,127.676261,matched
P0170,架空住所0170,26.084182,127.737215,matched
P0171,架空住所0171,26.147807,127.654321,matched
P0172,架空住所0172,26.135642,127.732675,matched
P0173,架空住所0173,26.106878,127.698306,matched
P0174,架空住所0174,26.152661,127.748650,matched
P0175,架空住所0175,26.119869,127.639244,matched
P0176,架空住所0176,26.086804,127.745466,matched
P0177,架空住所0177,26.103706,127.666339,matched
P0178,架空住所0178,26.083527,127.685001,matched
P0179,架空住所0179,26.152580,127.740092,matched
P0180,架空住所0180,26.132535,127.745511,matched
P0181,架空住所0181,26.145194,127.664388,matched
P0182,架空住所0182,26.112467,127.705121,matched
P0183,架空住所0183,26.137611,127.680159,matched
P0184,架空住所0184,26.124032,127.742606,matched
P0185,架空住所0185,26.138875,127.646980,matched
P0186,架空住所0186,26.085084,127.744068,matched
P0187,架空住所0187,26.116435,127.718435,matched
P0188,架空住所0188,26.102723,127.688820,matched
P0189,架空住所0189,26.145315,127.655753,matched
P0190,架空住所0190,26.141780,127.639728,matched
P0191,架空住所0191,26.084629,127.713539,matched
P0192,架空住所0192,26.107728,127.662907,matched
P0193,架空住所0193,26.125587,127.737069,matched
P0194,架空住所0194,26.133209,127.723885,matched
P0195,架空住所0195,26.105644,127.741674,matched
P0196,架空住所0196,26.085317,127.701091,matched
P0197,架空住所0197,26.086889,127.734011,matched
P0198,架空住所0198,26.147166,127.701129,matched
P0199,架空住所0199,26.100153,127.666952,matched
P0200,架空住所0200,26.102611,127.647579,matched
P0201,架空住所0201,26.107621,127.651059,matched
P0202,架空住所0202,26.119895,127.708247,matched
P0203,架空住所0203,26.142774,127.714022,matched
P0204,架空住所0204,26.114032,127.696136,matched
P0205,架空住所0205,26.104006,127.655820,matched
P0206,架空住所0206,26.089367,127.668794,matched
P0207,架空住所0207,26.107866,127.713099,matched
P0208,架空住所0208,26.114488,127.656128,matched
P0209,架空住所0209,26.122354,127.690599,matched
P0210,架空住所0210,26.143889,127.658776,matched
P0211,架空住所0211,26.087414,127.733830,matched
P0212,架空住所0212,26.131421,127.655936,matched
P0213,架空住所0213,26.150088,127.710316,matched
P0214,架空住所0214,26.124192,127.638852,matched
P0215,架空住所0215,26.117326,127.673801,matched
P0216,架空住所0216,26.104034,127.660381,matched
P0217,架空住所0217,26.105628,127.679762,matched
P0218,架空住所0218,26.093398,127.724205,matched
P0219,架空住所0219,26.101956,127.666006,matched
P0220,架空住所0220,26.089617,127.646254,matched
P0221,架空住所0221,26.128210,127.652233,matched
P0222,架空住所0222,26.080700,127.668330,matched
P0223,架空住所0223,26.093198,127.655029,matched
P0224,架空住所0224,26.102488,127.745733,matched
P0225,架空住所0225,26.081548,127.718213,matched
P0226,架空住所0226,26.145806,127.730554,matched
P0227,架空住所0227,26.091379,127.655966,matched
P0228,架空住所0228,26.086666,127.736905,matched
P0229,架空住所0229,26.151268,127.639989,matched
P0230,架空住所0230,26.136990,127.708519,matched
P0231,架空住所0231,26.102321,127.684957,matched
P0232,架空住所0232,26.097740,127.717990,matched
P0233,架空住所0233,26.109079,127.673198,matched
P0234,架空住所0234,26.153113,127.712838,matched
P0235,架空住所0235,26.102560,127.698692,matched
P0236,架空住所0236,26.145163,127.689278,matched
P0237,架空住所0237,26.084816,127.734781,matched
P0238,架空住所0238,26.083696,127.724362,matched
P0239,架空住所0239,26.083473,127.715197,matched
P0240,架空住所0240,26.094541,127.712260,matched
P0241,架空住所0241,26.084576,127.634914,matched
P0242,架空住所0242,26.096494,127.634706,matched
P0243,架空住所0243,26.151413,127.709131,matched
P0244,架空住所0244,26.114841,127.727452,matched
P0245,架空住所0245,26.143753,127.712377,matched
P0246,架空住所0246,26.127687,127.710136,matched
P0247,架空住所0247,26.126150,127.688335,matched
P0248,架空住所0248,26.107485,127.677992,matched
P0249,架空住所0249,26.117036,127.725703,matched
P0250,架空住所0250,26.146131,127.660565,matched
P0251,架空住所0251,26.145998,127.720147,matched
P0252,架空住所0252,26.086731,127.672369,matched
P0253,架空住所0253,26.130517,127.643752,matched
P0254,架空住所0254,26.096744,127.675567,matched
P0255,架空住所0255,26.152387,127.647725,matched
P0256,架空住所0256,26.150122,127.643548,matched
P0257,架空住所0257,26.124875,127.706014,matched
P0258,架空住所0258,26.108659,127.694777,matched
P0259,架空住所0259,26.081303,127.733749,matched
P0260,架空住所0260,26.123196,127.723451,matched
P0261,架空住所0261,26.108190,127.634004,matched
P0262,架空住所0262,26.102563,127.682516,matched
P0263,架空住所0263,26.115210,127.644258,matched
P0264,架空住所0264,26.129654,127.679175,matched
P0265,架空住所0265,26.135059,127.653441,matched
P0266,架空住所0266,26.155570,127.746521,matched
P0267,架空住所0267,26.154377,127.723810,matched
P0268,架空住所0268,26.102082,127.710106,matched
P0269,架空住所0269,26.147166,127.672172,matched
P0270,架空住所0270,26.138101,127.748019,matched
P0271,架空住所0271,26.118190,127.694448,matched
P0272,架空住所0272,26.137369,127.641620,matched
P0273,架空住所0273,26.150696,127.653534,matched
P0274,架空住所0274,26.123801,127.642528,matched
P0275,架空住所0275,26.136030,127.631872,matched
P0276,架空住所0276,26.091423,127.744515,matched
P0277,架空住所0277,26.111286,127.705136,matched
P0278,架空住所0278,26.098327,127.743443,matched
P0279,架空住所0279,26.159398,127.712448,matched
P0280,架空住所0280,26.094610,127.675270,matched
P0281,架空住所0281,26.133748,127.666925,matched
P0282,架空住所0282,26.113910,127.690085,matched
P0283,架空住所0283,26.117770,127.635437,matched
P0284,架空住所0284,26.152992,127.655663,matched
P0285,架空住所0285,26.158690,127.704737,matched
P0286,架空住所0286,26.136159,127.686860,matched
P0287,架空住所0287,26.098711,127.639921,matched
P0288,架空住所0288,26.112917,127.740562,matched
P0289,架空住所0289,26.111250,127.676810,matched
P0290,架空住所0290,26.101941,127.684261,matched
P0291,架空住所0291,26.144893,127.716350,matched
P0292,架空住所0292,26.086654,127.675072,matched
P0293,架空住所0293,26.120654,127.722474,matched
P0294,架空住所0294,26.111262,127.747934,matched
P0295,架空住所0295,26.098457,127.746386,matched
P0296,架空住所0296,26.119616,127.714846,matched
P0297,架空住所0297,26.114838,127.679164,matched
P0298,架空住所0298,26.082138,127.734319,matched
P0299,架空住所0299,26.093116,127.666853,matched
P0300,架空住所0300,26.158939,127.683729,matched
P0301,架空住所0301,26.113413,127.691588,matched
P0302,架空住所0302,26.140457,127.675383,matched
P0303,架空住所0303,26.131992,127.651269,matched
P0304,架空住所0304,26.153754,127.742557,matched
P0305,架空住所0305,26.092164,127.716545,matched
P0306,架空住所0306,26.109589,127.657535,matched
P0307,架空住所0307,26.099468,127.661717,matched
P0308,架空住所0308,26.106520,127.702904,matched
P0309,架空住所0309,26.148625,127.725407,matched
P0310,架空住所0310,26.141780,127.680263,matched
P0311,架空住所0311,26.091532,127.694746,matched
P0312,架空住所0312,26.087579,127.697484,matched
P0313,架空住所0313,26.140636,127.688236,matched
P0314,架空住所0314,26.101139,127.733695,matched
P0315,架空住所0315,26.111761,127.639013,matched
P0316,架空住所0316,26.137355,127.667607,matched
P0317,架空住所0317,26.154836,127.702721,matched
P0318,架空住所0318,26.092418,127.691492,matched
P0319,架空住所0319,26.121499,127.711108,matched
P0320,架空住所0320,26.138516,127.748040,matched
P0321,架空住所0321,26.135826,127.730436,matched
P0322,架空住所0322,26.101922,127.666822,matched
P0323,架空住所0323,26.140487,127.737560,matched
P0324,架空住所0324,26.102197,127.674796,matched
P0325,架空住所0325,26.107746,127.639811,matched
P0326,架空住所0326,26.149129,127.697056,matched
P0327,架空住所0327,26.144121,127.745832,matched
P0328,架空住所0328,26.099862,127.634078,matched
P0329,架空住所0329,26.100821,127.677952,matched
P0330,架空住所0330,26.110046,127.729090,matched
P0331,架空住所0331,26.091160,127.661277,matched
P0332,架空住所0332,26.140440,127.691614,matched
P0333,架空住所0333,26.131211,127.748960,matched
P0334,架空住所0334,26.153568,127.716887,matched
P0335,架空住所0335,26.147445,127.741283,matched
P0336,架空住所0336,26.136211,127.666429,matched
P0337,架空住所0337,26.106289,127.740035,matched
P0338,架空住所0338,26.116275,127.649508,matched
P0339,架空住所0339,26.085619,127.675914,matched
P0340,架空住所0340,26.113677,127.728698,matched
P0341,架空住所0341,26.152414,127.743684,matched
P0342,架空住所0342,26.122356,127.703513,matched
P0343,架空住所0343,26.152865,127.728751,matched
P0344,架空住所0344,26.124617,127.687166,matched
P0345,架空住所0345,26.110736,127.731076,matched
P0346,架空住所0346,26.113648,127.687135,matched
P0347,架空住所0347,26.089710,127.665737,matched
P0348,架空住所0348,26.134175,127.685321,matched
P0349,架空住所0349,26.111831,127.663302,matched
P0350,架空住所0350,26.130983,127.660557,matched
P0351,架空住所0351,26.091905,127.662181,matched
P0352,架空住所0352,26.150763,127.681161,matched
P0353,架空住所0353,26.104429,127.715709,matched
P0354,架空住所0354,26.105277,127.727748,matched
P0355,架空住所0355,26.157463,127.699759,matched
P0356,架空住所0356,26.150772,127.727962,matched
P0357,架空住所0357,26.123594,127.648105,matched
P0358,架空住所0358,26.142168,127.684758,matched
P0359,架空住所0359,26.083992,127.683417,matched
P0360,架空住所0360,26.113633,127.656945,matched
P0361,架空住所0361,26.159276,127.741147,matched
P0362,架空住所0362,26.122053,127.697904,matched
P0363,架空住所0363,26.139123,127.640104,matched
P0364,架空住所0364,26.121650,127.706988,matched
P0365,架空住所0365,26.110737,127.676074,matched
P0366,架空住所0366,26.141555,127.650013,matched
P0367,架空住所0367,26.156866,127.686935,matched
P0368,架空住所0368,26.115371,127.749791,matched
P0369,架空住所0369,26.120876,127.710423,matched
P0370,架空住所0370,26.148072,127.691496,matched
P0371,架空住所0371,26.139491,127.653554,matched
P0372,架空住所0372,26.127639,127.687660,matched
P0373,架空住所0373,26.140907,127.645503,matched
P0374,架空住所0374,26.094798,127.712389,matched
P0375,架空住所0375,26.113937,127.698574,matched
P0376,架空住所0376,26.153411,127.635045,matched
P0377,架空住所0377,26.100911,127.699765,matched
P0378,架空住所0378,26.125291,127.680432,matched
P0379,架空住所0379,26.090086,127.661936,matched
P0380,架空住所0380,26.105539,127.682594,matched
P0381,架空住所0381,26.108373,127.669206,matched
P0382,架空住所0382,26.121090,127.684382,matched
P0383,架空住所0383,26.087082,127.699747,matched
P0384,架空住所0384,26.096589,127.737901,matched
P0385,架空住所0385,26.118885,127.716560,matched
P0386,架空住所0386,26.120712,127.674669,matched
P0387,架空住所0387,26.085080,127.643059,matched
P0388,架空住所0388,26.131688,127.659340,matched
P0389,架空住所0389,26.118165,127.709434,matched
P0390,架空住所0390,26.159712,127.672949,matched
P0391,架空住所0391,26.090690,127.746916,matched
P0392,架空住所0392,26.099367,127.707975,matched
P0393,架空住所0393,26.153678,127.716229,matched
P0394,架空住所0394,26.096641,127.722478,matched
P0395,架空住所0395,26.154569,127.701208,matched
P0396,架空住所0396,26.154242,127.688868,matched
P0397,架空住所0397,26.150958,127.726047,matched
P0398,架空住所0398,26.133293,127.738460,matched
P0399,架空住所0399,26.101391,127.635943,matched
P0400,架空住所0400,26.092698,127.668610,matched
P0401,架空住所0401,26.089652,127.746937,matched
P0402,架空住所0402,26.125589,127.713455,matched
P0403,架空住所0403,26.087232,127.692401,matched
P0404,架空住所0404,26.113407,127.722481,matched
P0405,架空住所0405,26.144375,127.722357,matched
P0406,架空住所0406,26.102537,127.741110,matched
P0407,架空住所0407,26.133329,127.741435,matched
P0408,架空住所0408,26.113332,127.691382,matched
P0409,架空住所0409,26.114688,127.660109,matched
P0410,架空住所0410,26.101729,127.646409,matched
P0411,架空住所0411,26.142166,127.677871,matched
P0412,架空住所0412,26.105164,127.633264,matched
P0413,架空住所0413,26.141999,127.699454,matched
P0414,架空住所0414,26.107390,127.711183,matched
P0415,架空住所0415,26.125206,127.666491,matched
P0416,架空住所0416,26.147954,127.644577,matched
P0417,架空住所0417,26.146670,127.737898,matched
P0418,架空住所0418,26.092843,127.715261,matched
P0419,架空住所0419,26.147070,127.664870,matched
P0420,架空住所0420,26.128345,127.733601,matched
P0421,架空住所0421,26.109905,127.694951,matched
P0422,架空住所0422,26.088831,127.659931,matched
P0423,架空住所0423,26.100310,127.699898,matched
P0424,架空住所0424,26.122791,127.695143,matched
P0425,架空住所0425,26.105339,127.682345,matched
P0426,架空住所0426,26.080790,127.675150,matched
P0427,架空住所0427,26.146026,127.691335,matched
P0428,架空住所0428,26.135159,127.721560,matched
P0429,架空住所0429,26.117087,127.692740,matched
P0430,架空住所0430,26.150091,127.670465,matched
P0431,架空住所0431,26.124136,127.703324,matched
P0432,架空住所0432,26.086495,127.698435,matched
P0433,架空住所0433,26.097129,127.742480,matched
P0434,架空住所0434,26.105751,127.632438,matched
P0435,架空住所0435,26.095018,127.636556,matched
P0436,架空住所0436,26.137437,127.664304,matched
P0437,架空住所0437,26.138205,127.717142,matched
P0438,架空住所0438,26.102117,127.638632,matched
P0439,架空住所0439,26.108371,127.681868,matched
P0440,架空住所0440,26.151953,127.728719,matched
P0441,架空住所0441,26.142315,127.741569,matched
P0442,架空住所0442,26.108674,127.666699,matched
P0443,架空住所0443,26.123583,127.661795,matched
P0444,架空住所0444,26.080040,127.681158,matched
P0445,架空住所0445,26.100114,127.631875,matched
P0446,架空住所0446,26.143179,127.691105,matched
P0447,架空住所0447,26.106603,127.671134,matched
P0448,架空住所0448,26.109413,127.635239,matched
P0449,架空住所0449,26.116344,127.652305,matched
P0450,架空住所0450,26.112865,127.728440,matched
P0451,架空住所0451,26.143755,127.666596,matched
P0452,架空住所0452,26.147884,127.742685,matched
P0453,架空住所0453,26.097680,127.672808,matched
P0454,架空住所0454,26.121245,127.647084,matched
P0455,架空住所0455,26.116157,127.748344,matched
P0456,架空住所0456,26.111677,127.687149,matched
P0457,架空住所0457,26.116161,127.646993,matched
P0458,架空住所0458,26.123343,127.677070,matched
P0459,架空住所0459,26.145739,127.632997,matched
P0460,架空住所0460,26.151921,127.726603,matched
P0461,架空住所0461,26.121797,127.680775,matched
P0462,架空住所0462,26.130028,127.669754,matched
P0463,架空住所0463,26.138873,127.705958,matched
P0464,架空住所0464,26.118572,127.680359,matched
P0465,架空住所0465,26.159839,127.702770,matched
P0466,架空住所0466,26.148798,127.681513,matched
P0467,架空住所0467,26.085519,127.677846,matched
P0468,架空住所0468,26.090657,127.703539,matched
P0469,架空住所0469,26.082895,127.709613,matched
P0470,架空住所0470,26.135430,127.644260,matched
P0471,架空住所0471,26.135166,127.725859,matched
P0472,架空住所0472,26.136530,127.747036,matched
P0473,架空住所0473,26.101954,127.643196,matched
P0474,架空住所0474,26.130426,127.666744,matched
P0475,架空住所0475,26.081911,127.659471,matched
P0476,架空住所0476,26.144354,127.740908,matched
P0477,架空住所0477,26.121580,127.641870,matched
P0478,架空住所0478,26.109017,127.720594,matched
P0479,架空住所0479,26.097512,127.726345,matched
P0480,架空住所0480,26.087491,127.674667,matched
P0481,架空住所0481,26.140734,127.739607,matched
P0482,架空住所0482,26.089696,127.738382,matched
P0483,架空住所0483,26.152144,127.681173,matched
P0484,架空住所0484,26.116178,127.718748,matched
P0485,架空住所0485,26.085914,127.714711,matched
P0486,架空住所0486,26.105326,127.684809,matched
P0487,架空住所0487,26.140892,127.654202,matched
P0488,架空住所0488,26.107442,127.643309,matched
P0489,架空住所0489,26.156366,127.707309,matched
P0490,架空住所0490,26.120231,127.636297,matched
P0491,架空住所0491,26.141971,127.663995,matched
P0492,架空住所0492,26.134269,127.692192,matched
P0493,架空住所0493,26.155626,127.726297,matched
P0494,架空住所0494,26.111073,127.695221,matched
P0495,架空住所0495,26.127303,127.736671,matched
P0496,架空住所0496,26.122428,127.733153,matched
P0497,架空住所0497,26.090695,127.696358,matched
P0498,架空住所0498,26.099287,127.702419,matched
P0499,架空住所0499,26.096648,127.740908,matched
P0500,架空住所0500,26.107216,127.656673,matched
P0501,架空住所0501,26.108554,127.672462,matched
P0502,架空住所0502,26.103325,127.678521,matched
P0503,架空住所0503,26.088477,127.665791,matched
P0504,架空住所0504,26.130217,127.740747,matched
P0505,架空住所0505,26.128918,127.729071,matched
P0506,架空住所0506,26.147585,127.714753,matched
P0507,架空住所0507,26.130087,127.702381,matched
P0508,架空住所0508,26.110538,127.668052,matched
P0509,架空住所0509,26.131443,127.708755,matched
P0510,架空住所0510,26.146969,127.722206,matched
P0511,架空住所0511,26.099624,127.717354,matched
P0512,架空住所0512,26.157143,127.712277,matched
P0513,架空住所0513,26.087372,127.675022,matched
P0514,架空住所0514,26.098323,127.738889,matched
P0515,架空住所0515,26.094329,127.632234,matched
P0516,架空住所0516,26.141801,127.674375,matched
P0517,架空住所0517,26.154710,127.646072,matched
P0518,架空住所0518,26.116458,127.710221,matched
P0519,架空住所0519,26.159170,127.693114,matched
P0520,架空住所0520,26.110809,127.683732,matched
P0521,架空住所0521,26.144058,127.681635,matched
P0522,架空住所0522,26.138770,127.740506,matched
P0523,架空住所0523,26.090583,127.694828,matched
P0524,架空住所0524,26.099219,127.634923,matched
P0525,架空住所0525,26.085166,127.714505,matched
P0526,架空住所0526,26.131194,127.639949,matched
P0527,架空住所0527,26.114941,127.721670,matched
P0528,架空住所0528,26.124804,127.632911,matched
P0529,架空住所0529,26.109351,127.647085,matched
P0530,架空住所0530,26.101753,127.641346,matched
P0531,架空住所0531,26.120207,127.731872,matched
P0532,架空住所0532,26.104328,127.731701,matched
P0533,架空住所0533,26.097131,127.676640,matched
P0534,架空住所0534,26.129631,127.747892,matched
P0535,架空住所0535,26.099437,127.669060,matched
P0536,架空住所0536,26.083256,127.728122,matched
P0537,架空住所0537,26.127560,127.638676,matched
P0538,架空住所0538,26.155114,127.682881,matched
P0539,架空住所0539,26.151322,127.680674,matched
P0540,架空住所0540,26.100871,127.655687,matched
P0541,架空住所0541,26.104055,127.696605,matched
P0542,架空住所0542,26.151968,127.723735,matched
P0543,架空住所0543,26.101904,127.746006,matched
P0544,架空住所0544,26.155284,127.635267,matched
P0545,架空住所0545,26.140796,127.707397,matched
P0546,架空住所0546,26.102530,127.645724,matched
P0547,架空住所0547,26.125298,127.723751,matched
P0548,架空住所0548,26.158825,127.677892,matched
P0549,架空住所0549,26.089841,127.733069,matched
P0550,架空住所0550,26.107957,127.651091,matched
P0551,架空住所0551,26.094013,127.650921,matched
P0552,架空住所0552,26.109814,127.718497,matched
P0553,架空住所0553,26.120092,127.679700,matched
P0554,架空住所0554,26.090869,127.711715,matched
P0555,架空住所0555,26.112685,127.672541,matched
P0556,架空住所0556,26.096306,127.747436,matched
P0557,架空住所0557,26.096883,127.640205,matched
P0558,架空住所0558,26.130311,127.650813,matched
P0559,架空住所0559,26.100291,127.734989,matched
P0560,架空住所0560,26.146116,127.706663,matched
P0561,架空住所0561,26.097073,127.661593,matched
P0562,架空住所0562,26.100220,127.668014,matched
P0563,架空住所0563,26.132111,127.630297,matched
P0564,架空住所0564,26.119679,127.675563,matched
P0565,架空住所0565,26.104290,127.674548,matched
P0566,架空住所0566,26.108195,127.669869,matched
P0567,架空住所0567,26.097936,127.708389,matched
P0568,架空住所0568,26.086573,127.663513,matched
P0569,架空住所0569,26.142063,127.651579,matched
P0570,架空住所0570,26.128460,127.645000,matched
P0571,架空住所0571,26.096730,127.721785,matched
P0572,架空住所0572,26.119361,127.633021,matched
P0573,架空住所0573,26.082973,127.696595,matched
P0574,架空住所0574,26.116203,127.713384,matched
P0575,架空住所0575,26.090680,127.721669,matched
P0576,架空住所0576,26.117337,127.632250,matched
P0577,架空住所0577,26.144882,127.745832,matched
P0578,架空住所0578,26.123165,127.705742,matched
P0579,架空住所0579,26.142061,127.645016,matched
P0580,架空住所0580,26.113180,127.691970,matched
P0581,架空住所0581,26.148591,127.647156,matched
